,text,label
938,"belki yine orada oturuyorsundur diye. Biliyorum artık sen yoksun, sadece bana seni hatırlatan anıların var. [PET_BOUNDARY]Hakka yürüyüşünün[PET_BOUNDARY] bugün birinci senesi doldu. Birgün hepimiz bu fani dünyadan ebedi hayata yöneleceğiz. İnşallah bizlerde senin gibi",1
157,"Ünlü oyuncu Julia Roberts’ın yeğeni Emma Robberts’ın, 'American Horror Story' dizisindeki rol arkadaşı ve sevgilisi Evan Peters ile nişanlandığı bildirildi. People dergisinin haberine göre, 26 yaşındaki Peters iki yıldır [PET_BOUNDARY]birlikte olduğu[PET_BOUNDARY] sevgilisine yılbaşından önce evlenme teklifi etti. Çift, daha sonra yeni yıl kutlamaları için Londra’ya uçtu. Roberts, daha önce bir tartışma sonucu erkek arkadaşına saldırmış ve gözaltına alınmıştı. Polis, otel odasında Evan Peters'ın yüzünü kan içinde bulmuştu.",0
569,"Atletizm Federasyonundan yapılan açıklamada, ""Elvan’ın uzun süredir tedavi gören babası Mergia Abeylegesse’nin Etiyopya’da [PET_BOUNDARY]vefat ettiğini[PET_BOUNDARY] üzüntüyle öğrenmiş bulunmaktayız. Merhumun ailesine başsağlığı ve metanet diliyoruz."" denildi. Mergia Abeylegesse’nin cenazesinin bugün Etiyopya’da toprağa verileceği bildirildi.",1
70,Prens George'un Yeni Zelanda'da  yarattığı sempatinin etkileri sürerken US Weekly yakın bir zamanda George'un abi olacağını iddia etti. Habere göre Kate Middleton'ın hamile olmadığı ancak ikinci çocuk için plan yapıldığı belirtildi. Kraliyet çiftine yakın kaynaklara dayandırılan haberde çiftin büyük bir aile istediği belirtildi. Prens William 11 Nisan'da Yeni Zelanda'da Kate'in yeni bebek [PET_BOUNDARY]bekliyor[PET_BOUNDARY] olabileceğini ima etmişti. Cnn Turk,1
856,"ekstrüzyon şirketlerinin başında geliyorduk. Ancak talihsiz bir sürecin eseri olarak, şirketin zirvedeyken [PET_BOUNDARY]fişinin çekilmesiyle[PET_BOUNDARY] istemeden de olsa yollarımız ayrılmış oldu. Sektör adına ne öğrendiysem, Burak Alüminyum'da uygulama fırsatı",0
253,"EKONOMİ SERVİSİ [PET_BOUNDARY]Gelişmekte olan ülke[PET_BOUNDARY]lere ait 50 milyar dolarlık varlık yöneten Franklin Templeton Fonu’nun yöneticisi olan Mark Mobius (77), kötü günlerin henüz geride kalmadığı yorumunda bulundu. Bloomberg’e konuşan Mobius, ""Olumsuz algı hâlâ yerli yerinde. O yüzden daha çok satış bekleyebilirsiniz"" dedi. Öte yandan Harvard Üniversitesi Profesörü Kenneth Rogoff’a göre ise gelişmekte olan ülke piyasaları korkulduğu kadar kırılgan değil. Etiketler: Harvard , Harvard Üniversitesi",1
537,"0 İstanbulda Serpil Camadanın, ilanla arkadaş arayanları ilaçla [PET_BOUNDARY]uyutup[PET_BOUNDARY] soyduğu öne sürüldü. Muhasebeci Murat Koşar, gazeteye arkadaş arıyorum"" ilanı verdi. Koşar, isminin Zeynep olduğunu söyleyen Camadanla tanıştı. Camadanı evine götüren Koşar, kahve içtikten sonra derin uykuya daldı. Uyandığında telefonu, para ve kredi kartlarının çalındığını farkeden Koşar şikâyetçi oldu. Yakalanan Camadan suçunu itiraf etti.",0
44,"""Aile  yüzdelerinde baz, anket uygulanan tüm kadınlardır (kısır, [PET_BOUNDARY]aybaşından[PET_BOUNDARY] kesilmiş  ve gebeler dahil).""",1
273,Menopoz öncesinde bazı belirtiler yaşanır ve bunlar vücudun alarm sinyalleridir. İşte menopozun bilmeniz gereken belirtileri... Sıcak basması Duygusal değişimler [PET_BOUNDARY]Göğüs[PET_BOUNDARY] ağrısı Hamile kalmada sorun yaşama Kilo değişimleri Libidonun düşmesi Düzensiz adet görme Vajinal kuruluk Eklem ağrıları İdrar yolu enfeksiyonları,1
890,içinde ilerlerken kramp veya basınç hissedilebilir. Ağrı pek duyulmaz. İnceleme sırasında gaz kaçırma hissi veya [PET_BOUNDARY]gaz çıkartma[PET_BOUNDARY] normaldir. Bu nedenle utanılmaması gerekir. İnceleme sonrası kramplar devam ediyorsa biraz yürümek yararlıdır.,1
744,. Bu konuyla ilgili bildirilen bir vakayı örnek olarak göstermek gerekirse 25 yaşındaki kadın bir hasta 22 haftalık [PET_BOUNDARY]hamileliğini sonlandırma[PET_BOUNDARY] kararı almış ve buna yönelik operasyon geçirmiştir. Bundan 5 gün sonra acil servise idrara çıkamama şikayetiyle,1
1186,"ve 47 yaşlı olmak üzere tam 75 kişinin koronavirüse yakalandığını belirten Saymaz, 10 kişinin koronavirüs sebebiyle [PET_BOUNDARY]hayatına veda ettiğini[PET_BOUNDARY] aktardı. İsmail Saymaz Sözcü'deki ""Sorumsuzluk virüsü huzurevinde 10 can aldı"" başlıklı yazısında olayı şöyle",1
194,"Ankaralı Akın Karanfil, 1994 [PET_BOUNDARY]ekonomik[PET_BOUNDARY] kriz ve döviz kurlarındaki değişikliklerini gerekçe göstererek, 1992 yılında bir banka ile imzaladığı kredi kontratındaki geri ödeme koşullarının iyileştirilmesi talebiyle başlattığı yargı sürecinin ancak 2006 yılında sonuçlanması nedeniyle AİHM'ye yaptığı şikayete ilişkin açılan davada Türkiye haksız bulundu. Bunun üzerine AİHM, adil yargılanma hakkının ihlal edildiğine hükmederek Karanfil'e 8 bin 400 Avro manevi tazminata ödemesine karar verdi.",0
463,"Meteoroloji Genel Müdürlüğü tarafından yapılan hava tahmin raporuna göre, Batı Karadeniz’de çarşamba günü ilk saatlerden itibaren doğu ve kuzeydoğudan 8 kuvvetinde (60 - 75km / s) fırtına bekleniyor. Fırtınanın perşembe günü etkisini [PET_BOUNDARY]kaybedeceği[PET_BOUNDARY] bu kapsamda oluşabilecek muhtemel risklere karşı dikkatli ve tedbirli olunması uyarısı yapıldı.",0
6,"Birleşmiş Ressamlar ve Heykeltraşlar Derneği Yönetim Kurulu Başkanı Önder Aydın, yaptığı yazılı açıklamada, Türkan Saylan'ı  Cumhuriyet'in yetiştirdiği çok değerli bilim kadını, ödünsüz Atatürkçü ve çağdaş yaşamın yılmaz savaşçısı olarak niteledi ve ""Büyük bir boşluk bırakarak [PET_BOUNDARY]aramızdan ayrılan[PET_BOUNDARY] hocamızın idealleri aynı kararlılıkla yaşatılacaktır. Aydınlıktan, uygarlıktan ve insanlıktan yana olan tüm halkımızın başı sağolsun.Anısı ve mücadelesi önünde saygıyla eğiliyoruz"" dedi.",1
728,"ilaçlar, Gut tedavisinde kullanılan probenesid, Süregelen kalp yetmezliğinin tedavisinde kullanılan digoksin, [PET_BOUNDARY]Hamileliği sonlandırmak[PET_BOUNDARY]  için kullanılan mifepriston, Seçici serotonin geri alım inhibitörleri türünde antidepresanlar (SSRl'ler),",0
421,"Küçükçekmece'de bir binanın girişindeki kozmetik dükkanında sebebi bilinmeyen bir patlama meydana geldi. Patlamanın ardından işyerinde yangın çıktı. Olay mahallini emniyet şeridi ile çeviren polis ekipleri, vatandaşları da uzaklaştırdı. Can [PET_BOUNDARY]kaybı[PET_BOUNDARY] ve yaralanmanın yaşanmadığı olayda çevredeki işyerleri ve evlerde küçük çapta hasarlar oluştu. Olayla ilgili inceleme başlatıldı.",1
83,"Lice'deki olayları protesto için Hakkari'nin Yüksekova İlçesi'nde iki gündür eylemler sürerken, esnaf da kepenk kapamıştı. Bu sabah yine kepenklerin kapalı olduğu Yüksekova'da, BDP'liler sokak sokak dolaşarak esnafın kepenklerini açmasını istedi. Parti aracından yapılan anons sonrası iş yerlerinin önünde [PET_BOUNDARY]bekleyen[PET_BOUNDARY] esnaf yeniden kepenklerini açtı.",0
583,"Türk öğrencilerle birlikte yemek yiyen ünlü grup, Norveçli öğrencilerin de ilgi odağı oldu. Manga, daha sonra AB'nin desteklediği ""Avrupa'da [PET_BOUNDARY]yoksulluğa[PET_BOUNDARY] karşı savaş"" konulu konferansa katıldı. Konferansta, Oslo Eyalet Meclisi Milletvekili Mertefe Bartınlıoğlu bir konuşma yaptı. Manga, daha sonra öğrencilere promosyon CD'lerini imzaladı. Öte yandan, Manga 26 Mayıs Çarşamba günü TSİ 16.00'da ilk kostümlü provalara katılacak. Aynı akşam 2. kostümlü provalar da yapılacak.",0
1140,! Foniva Toplu SMS'in Avantajlarından Faydalanın! Foniva Toplu SMS ile aynı anda binlerce kişiye ya da kuruma en [PET_BOUNDARY]ekonomik[PET_BOUNDARY] şekilde ulaşmanın yolu artık çok kolay! Faks Alıp Göndermek İçin Ofise Gitmek Zorunda Kalmayın! Foniva Akıllı Faks,1
628,"499918	İl Dışı atanmasıyla tayini çıkarak [PET_BOUNDARY]aramızdan ayrılan[PET_BOUNDARY] Serkan Hocamıza veda yemeği düzenledik, kendisine emeklerinden dolayı teşekkür ediyor, yeni okulunda ve çalışma hayatında başarılar diliyoruz.",0
834,". Fiyatlar Müşteri Yorumları Hakan U. eline emeğine sağlık harika bir iş çıkarttı kısa sürede kusursuz şekilde niye [PET_BOUNDARY]işini bitirdi[PET_BOUNDARY]. teşekkür ederim Barış K. Duvarların ve kapıların boyanması için anlaşmıştık, toplamda 2 gün sürdü işlerin",0
395,Hakkari - Çukurca karayolunun Narlı Köyü mevkiinde saat 17.00 sarılarında askeri konvoyun geçişi sırasında PKK tarafından önceden yola döşenen mayın infilak ettirildi. Patlamanın konvoyun geçtikten sonra olması nedeniyle can [PET_BOUNDARY]kaybı[PET_BOUNDARY] ve yaralanan olmadı. Bölgeye sevk edilen güvenlik güçleri operasyon başlattı.,1
934,"aleviliği Bektaşilik ünvanıyla adlandırmak için propagandaya başlamışlardı. 737 H. de Hacı Baktaş Veli Anadolu'da [PET_BOUNDARY]Hakka yürüdü[PET_BOUNDARY]. Dersim'deki halifelerinin faaliyet sahaları da kısaldı. Safavi imparatorluğunun resmi mezhebi olan Şia'lık da,",0
988,"Femen'le ortaklaşa bir projeye imza atsınlar. Keza onlarda Avrupa'nın oturma eylemi gibi götten aktivizmine ""bizi [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olarak görmeyin"" pankartlarının yanında bakire memesi gibi dimdik goncalarını gözler önüne sererek yeni bir soluk",1
96,"Meteoroloji 2. Bölge Müdürlüğü yetkililerinin açıklamasına göre; 3 - 4 gün boyunca hava daha da ısınacak ve ""ekstrem"" sıcaklığa ulaşacak. 19 Nisan Salı günü termometreler 32 dereceyi gösterecek. İzmir'de nisan ayında kaydedilen en yüksek derece olan 32.5'e yaklaşması [PET_BOUNDARY]beklenen[PET_BOUNDARY] hava sıcaklığı, 20 Nisan'dan itibaren kuzey rüzgarları nedeniyle düşüşe geçecek. Hava sıcaklığı, gelecek 4 gün boyunca Aydın, Manisa, Çanakkale ve Balıkesir'de de mevsim normallerin üstünde olacak.",0
1251,bir toplum yaşıyor(A.B.D.) veya yaşatılıyor. Bu toplumu kendisi gibi liyakatsiz bir toplum oluşturarak karşısına [PET_BOUNDARY]çıkarmak[PET_BOUNDARY] suretiyle yok etmek gerekir. Çünkü çivi çiviyi söker. Mesut KAÇMAZ C-4:Böyle bir toplumda yaşatılıyordur. Örnek,0
76,"Başkan Aysal, ""Bu kadar ağır bir hareket karşında Futbol Federasyonu'nun ceza kriteri ne olacak acaba? Bizimde kafamızda üç aşağı beş yukarı [PET_BOUNDARY]beklediğimiz[PET_BOUNDARY] bir ceza var. Bu durum yerine gelmezse 3 senedir savunduğumuz Futbol Federasyonu'nun çifte standart uyguladığına yönelik açıklamalarımızın doğruluğu bir kez ortaya çıkacak. Galatasaray camiası şu anda merakla Volkan'a verilecek cezayı beklemektedir"" şeklinde ifadeler kullandı.",0
1115,"ayırmak için elinden geleni ardına koymayan Arap köle, âşık olduğu kadının peşinden gitti. Hançerini çıkardı, [PET_BOUNDARY]canını teslim etti[PET_BOUNDARY]. İki yarım elmayı birleştirdiler mezarda, Arap köleyi de başuçlarına gömdüler. O günden beri birinden ak, birinden",1
816,"İnsan hücre yenilenmesini, bağışıklık fonksiyonlarını ve nörotransmitter fonksiyonları destekler. - Bayanların [PET_BOUNDARY]muayyen gün[PET_BOUNDARY] (ay hali) ağrılarını hafifletir. - PB aynı zamanda İnflamasyonu (iltihabı) azaltır ve ağrı ile mücadele için doğal",1
490,[PET_BOUNDARY]Seks işçisi[PET_BOUNDARY] kadınlar özellikle lüks otellerin barlarında ve lokantalarında batılı erkeklerle birlikte  oluyorlar.,1
993,"görünemiyorlar. Çünkü Türk aile yapısına uygun değiller. Öyle ya, biri görür de özenir... Trans bireylerin ancak [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olabileceği var sayılır. Olsalar ayrı dert, olmasalar ayrı. Ama her şartta gecenin bir yarıları peşlerinden koşan """,1
1094,"ilk madde"" kimsenin seni kırmasına izin vermeyeceksin"" Bir dakika insanlar bizleri kırmak üzere kuşanıp, pusuya mı [PET_BOUNDARY]yatmışlar[PET_BOUNDARY]. İşte tam zamanı derin derin nefes al, nefesine odaklan. Erkek ya da kadın ol, birisinin seni bilerek ve isteyerek veya",0
862,"turist kasabalarında sıkça görülen aşırı tüketimden kaynaklanabilir. Şiddetli yağışlar sırasında cihazların [PET_BOUNDARY]fişini çekmek[PET_BOUNDARY] bazı aileler için zaten bir gelenek haline gelmiştir. Amaç, cihazların yanmasını önlemektir. Fişi ... Elektrik",0
404,"Boğaziçi Üniversitesi Kandilli Rasathanesi Ve Deprem Araştırma Enstitüsü internet sitesinde yer alan bilgiye göre, Elazığ'ın Palu ilçesinde saat 19:30 sıralarında 3.7 büyüklüğünde bir deprem meydana geldi. Yerin 5 kilometre altında meydana gelen sarsıntı çevre illerden de hissedildi. Herhangi bir can [PET_BOUNDARY]kaybının[PET_BOUNDARY] yaşanmadığı öğrenilen deprem paniğe sebep oldu.",1
635,"684021        Okul Müdürü Asım Kocataş yemek sonrası yaptığı konuşmada, “[PET_BOUNDARY]Aramızdan ayrılan[PET_BOUNDARY] değerli personellerimize okumuza gösterdikleri katkıdan dolayı çok teşekkür ediyorum.",0
768,"mahsus hâller. Hayız, büluğ çağına giren bâkire kızlar ile evli kadınlardan bir hastalık sebebiyle olmaksızın ayın [PET_BOUNDARY]muayyen günlerinde[PET_BOUNDARY] gelen kandır. Nifas ise, doğumdan sonra gelen lohusalık kanına denir. Bu iki hâlde gelen kanın, İslâm dîninde bâzı",1
1018,". Kullanılan cihaz ve hava sıcaklığı, kullanım süresine bağlı olarak gazın bitme süresini değiştirebilir. Tüp neden [PET_BOUNDARY]gaz kaçırır[PET_BOUNDARY]? WorldGas tüpleri tesislerimizde elektronik cihazlarla otomatik olarak, aşırı dolum kontrolü, gaz kaçak kontrolü",0
372,Fransa’da Lille başsavcılığı DSK’yla ilgili fuhuş skandalının ele aldığı davada aralık 2010’da Washington DC’deki bir seks partisinde gerçekleşen toplu tecavüz iddialarıyla ilgili bir tanığın dinleneceğini duyurdu. İddia sahibi Belçikalı [PET_BOUNDARY]hayat kadının[PET_BOUNDARY] ifadesine göre resmi soruşturmanın açılıp açılmayacağına karar verilecek. Lille’de ‘organize fuhuş çetesiyle ilişki’ suçlamasıyla açılan davada DSK 100 bin euro kefaletle gözetim altında bulundurulmak üzere serbest bırakılmıştı. Etiketler:,1
422,"Yaralılar, Elmadağ'da yapılan ilk müdahalenin ardından Ankara'daki hastanelere sevk edilirken hayatını [PET_BOUNDARY]kaybeden[PET_BOUNDARY] Mustafa Sarıkan'ın cesedi ise savcılık incelemesinin ardından Elmadağ Devlet Hastanesi morguna kaldırıldı. Polis ekipleri, patlama ile ilgili soruşturma başlattı. Camide su ısıtıcısı patladı: 1 ölü, 3 yaralı  -  VİDEO",1
578,"Hırvatistan Milli Futbol Takımı'nın kaptanı Darijo Srna'nın babası Uzeir Srna, kanser hastalığına yenik düştü ve yaşamını yitirdi. Rahatsızlığı nedeniyle bir süredir hastanede tedavi gören Uzeir Srna, Türkiye ile Hırvatistan arasında oynanan maç esnasında [PET_BOUNDARY]vefat etti[PET_BOUNDARY]. Türkiye karşısında 90 dakika boyunca mücadele eden Srna, babasının ölümünü maçın ardından öğrendi.",1
206,"Çongçing Kültür Mirasları ve Arkeoloji Enstitüsü, Yangzı nehrinin yanındaki Maanşan bölgesinde Han Hanedanlığı (MÖ. 202 - MS. 220) dönemine ait antik mezarların bulunduğunu duyurdu. Mezarlarda 430'dan fazla seramik, bronz ve demir eşya olduğu açıklandı. Kalıntıların, dönemin mezar adetleri ile Han Hanedanlığı'nın sosyo - [PET_BOUNDARY]ekonomik[PET_BOUNDARY] durumunun anlaşılması açısından önemi olduğuna dikkati çekildi.",0
274,"Hayvanlara düşkünlüğü ile bilinen Ezgi Mola, kuki ve suşi mola isimlerini verdiği köpeklerinin fotoğrafını [PET_BOUNDARY]göğsüne[PET_BOUNDARY] dövme yaptırdı. Sık sık köpekleriyle paylaşım yapan ve sokak hayvanları için de yardım çağrısında bulunan Mola, yeni dövmesinin mutluluğunu takipçileriyle paylaştı.",1
766,"ağrısı da bundanmıș. Tüm vücudum ağrıyabiliyor; belim, dizlerim, hatta tüm eklemlerim, gözlerim, boğazım, karnım, [PET_BOUNDARY]muayyen günlerde[PET_BOUNDARY] kasıklarım, dişlerim, ki sıkmaktan geceleri, bir de yirmiliklerim çıkıyor otuza dayanan merdivenden ağır ağır",1
56,Bu parayla [PET_BOUNDARY]aybaşına[PET_BOUNDARY] kadar bir ev nasıl geçindirilir ?,0
88,"Uzmanlar Merkez Bankası'nın dünkü toplantısından 25 baz puanlık bir indirim [PET_BOUNDARY]beklerken[PET_BOUNDARY], 50 baz puanlık indirimi sürpriz olarak nitelendirdi. Merkez Bankası'nın kararının ardından dün akşam uluslararası piyasalarda dolar / TL kotasyonları hafifçe yükselirken bugün de benzer bir etki izleniyor. Dolar, yurtdışı borsalardaki düşüşlerin de etkisiyle ilk işlemlerle birlikte 1.5480 liraya çıktı.",0
1003,", hetero ilişkilerde olduğu gibi. Kısaca kocamı anlatayım; bıyıklı, 24 yaşında, atletik vücutlu ve o da bir erkek [PET_BOUNDARY]seks işçisi[PET_BOUNDARY]. Okurken düşündünüz biliyorum, nasıl olur da iki sevgili birbirlerini başka insanlarla paylaşabiliyor' Cevabı çok",1
370,"Odom’u genelevde baygın halde bulan [PET_BOUNDARY]hayat kadını[PET_BOUNDARY] ortaya çıktı.Eski basketbolcuyu o halde görüğü anda çok korktuğunu belirten kadın, hemen ambulans çağırdığını söyledi.Hayat kadını, Odom’un o dönem geneleve sık sık uğradığını da sözlerine ekledi.",1
833,"katliamları görüyor ve hissediyoruz. Aktivistler, şampiyonanın düzenleneceği kentlerde,sokak köpeklerinin [PET_BOUNDARY]uyutulduğunu[PET_BOUNDARY], sokaklara bırakılan köpeklerin; zehirlerle, ızdıraplı bir ölüme terk edildiğini anlatıyor. Hatta bazı görgü",1
135,"Kara Sevda' dizisinde Leyla karakterini canlandıran Zerrin Tekindor, sevgilisi Haluk Bilginer ile tatil için Fransa'ya gitti. Yaklaşık 2 yıldır [PET_BOUNDARY]birlikte olan[PET_BOUNDARY] Zerrin Tekindor ve Haluk Bilginer Colmar'a tatile gitti. Tekindor, çektikleri selfie'yi Instagram sayfasında takipçileri ile paylaştı.",0
483,"Senato tarafından onaylanması beklenen tasarıya göre para ödeyerek fuhuş yapanlar ilk yakalandıklarında bin 500, ikinci yakalanmalarında ise 3 bin 750 Euro ceza ödemek zorunda kalacak. Bu suçu işleyenler ayrıca fuhuşun zararları hakkında kurs görmek zorunda olacak. Fransa'da [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] kadınlarının sokaklarda müşteri araması, genelev işletmek ve hayat kadını pazarlamak 2003 yılında yasaklanmıştı.",1
329,Bunları en iyi Sayın Ergün Göze ağabeyimizin bilmesi lazım;  zira Peyami Safa [PET_BOUNDARY]Hakk'ın rahmetine kavuştuğunda[PET_BOUNDARY] avukatı idi.,1
30,Bu durumun ortaya çıktığı tarihi takip eden [PET_BOUNDARY]aybaşından[PET_BOUNDARY]  itibaren ödemeye son verilir.,0
680,"ağrı giderme ile ilişkili olduğu aromaterapi (plasebo sentetik kokular verilen; farklı moleküller) verilen ağrılı [PET_BOUNDARY]aybaşı[PET_BOUNDARY] tanısı alan kişilerde menstrüel semptomlarla birlikte ilişkilidir. [2] Son çalışma, çoğunluğun veya",1
59,Faizlerin bugün [PET_BOUNDARY]aybaşı[PET_BOUNDARY] olması  nedeniyle eski seyrine dönmesi bekleniyor.,0
68,"Sözcüsü Chris Miller, 38 yaşındaki Barrymore ve eşi Will Kopelman'ın ikinci çocuklarını [PET_BOUNDARY]beklediklerini[PET_BOUNDARY] söyledi. Barrymore ve Kopelman'ın 13 aylık Olive adında bir kızları var. Çift, 2012 yılı haziran ayında evlenmişti. Chanel'in eski üst yöneticisi Arie Kopelman'ın oğlu olan Will Kopelman, sanat danışmanlığı yapıyor.",1
1225,"olmalarını sağlayan yardımcı faktörlerin bilinmemesi asıl problemi oluşturmaktadır. Dr. Gelles, eğitimsiz ve [PET_BOUNDARY]düşük gelirli[PET_BOUNDARY] erkeklerin kaba kuvvet kullanmaya eğilimli olduklarını söylemiştir, ancak üst düzey yönetici kadrolardaki",0
1129,"yapı sektöründe de kötüden vasata, iyi den mükemmele her düzeyde kabin üretimi gerçekleştiriliyor. Tavsiyemiz [PET_BOUNDARY]ekonomik[PET_BOUNDARY] fiyatlarına aldanarak merdiven altı tabir edilen dayanımı düşük ve yalıtımsız ürünlerden uzak durmanız yönünde",1
958,"ve istikbal mücadelesinin başarısında şiirleri, yazıları ve vaazları ile müstesna bir yeri olan Mehmet Akif Ersoy'u [PET_BOUNDARY]hakka yürüyüşünün[PET_BOUNDARY] 82. sene-i devriyesinde saygı, rahmet ,hürmet ve minnetle anıyorum. Ruhu şad , mekanı Cennet-i Ala olsun. İçişleri",1
210,"Bayburt Valiliği’nden yapılan açıklamaya göre, il genelinde etkili olan yoğun kar yağışı nedeniyle ilk ve orta eğitim kurumlarında eğitime bir gün ara verildi. Açıklamada, [PET_BOUNDARY]engelli[PET_BOUNDARY] ve hamile kamu çalışanlarının da bir gün izinli sayılacağı belirtildi. Bitlis kar altında: 210 köy yolu ulaşıma kapandı, eğitime ara verildi",1
773,". -Klamidya : Cinsel ilişkiden, 7-21 gün sonra ortaya çıkar. Kadınlarda, vajinal akıntı, idrar yaparken ağrı, [PET_BOUNDARY]muayyen günlerin[PET_BOUNDARY] dışında vajinal kanama, karın alt bölümünde ağrı, ateş ve bulantı; erkeklerde ise penisten beyaz su gibi bir akıntı",1
1114,", Bursa çepeçevre kuşatılmış, teslim olması bekleniyordu. Hatta Osman Gazi, Bursa'nın fethini duymuş, ondan sonra [PET_BOUNDARY]canını teslim etmişti[PET_BOUNDARY]. Batıya doğru ise Ulubat gölüne kadar gidilmişti. Dikkat çeken önemli bir husus da şudur: Osmanlı'ya sınırdaş olan ve",1
112,"Eker, Anayasa değişikliği çalışmalarına katılmak üzere geldiği TBMM'de et fiyatlarına ilişkin açıklamalarda bulundu. Fiyatlardaki yükselmenin ardından alınan önlemlerin etkisini göstermeye başladığını belirten Eker, ""Yarın et fiyatlarındaki düşüş etkisini hissettirecek. Büyük marketlerde kıymanın kilo fiyatının 20 liranın altına düşmesini [PET_BOUNDARY]bekliyoruz[PET_BOUNDARY]. Toptan et kesim fiyatlarında da Türkiye genelinde 1,5 - 2 lira düşme gerçekleşti"" dedi.",0
221,"Cumhuriyet Halk Partisi Genel Başkanı Kemal Kılıçdaroğlu, Türk Silahlı Kuvvetleri Rehabilitasyon Merkezinde tedavi görmekte olan Sanatçı İbrahim Tatlıses'i de ziyaret etti. CHP Genel Başkanı Kılıçdaroğlu, 19 Eylül Gaziler Günü öncesinde Rehabilitasyon Merkezinde tedavi olan yaralı ve [PET_BOUNDARY]engelli[PET_BOUNDARY] gazilerle oturup bir süre sohbet etmesinin ardından TSK Rehabilitasyon Merkezinde tedavi görmekte olan Sanatçı İbrahim Tatlıses'i de ziyaret ederek geçmiş olsun dileğinde bulundu.",1
1004,işçiler sosyal çevrelerden de dışlanırlar. Bütün bölgelerdeki ortak sonuç bu sektörün suistimale açık olduğudur. [PET_BOUNDARY]Seks işçisi[PET_BOUNDARY] diğer çalışan insanlar gibi temel insan ve emekçi haklarına sahip olmayı ister (Weitzer 1991). Kanada Seks,1
