,text,label
362,"Handling was responsive but not squirrelly on everything from descents to dirt-road detours. And it managed to do all this while remaining comfortable, even after hours in @ @ @ @ @ @ @ @ @ @ an understated look-- ""when Jim Felt started building bikes in the [PET_BOUNDARY]late[PET_BOUNDARY]' 80s, everything was pretty much black,"" says Martin. But the details-- like the matching blue tires, aluminum headset spacer, and headset bolt-- add up to a clean, cohesive look.-- Emily Furia ",0
437,"Moving forward, Butt said the government must intervene: ""We just have to look at what steps other countries have already announced to help retail businesses such as Government backed rental waivers, tax and utility waivers, interest free loans etc. Once business owners see that their losses have been reduced with government help then then no business would want to [PET_BOUNDARY]let go of[PET_BOUNDARY] their employees."" ",1
715,"The industry heavyweights President Obama [PET_BOUNDARY]neutralize[PET_BOUNDARY]d through the summer are agitating that the health-care bills in Congress violate agreements they made with the White House, leave 25 million Americans uninsured and have the potential to increase medical costs.",0
793,NextStep is a nationwide movement that aims to revolutionize the quality of healthcare for the [PET_BOUNDARY]physically challenged[PET_BOUNDARY] community. NextStep is a registered 501(c)3 non-profit organization. NextStep is a member of the Christopher and Dana Reeve Foundation NeuroRecovery Network (NRN) Community Fitness and Wellness (CFW) Program. For more information please visit - www.nextstepfitness.org/,1
137,"In order to sin you have to have a certain amount of knowledge and understanding, have a mind, have the ability to choose to do it or refrain from doing it. These things are all true of angels and humans who have the necessary mental ability (I say necessary because some human persons, babies and the mentally [PET_BOUNDARY]disabled[PET_BOUNDARY] lack the necessary mental ability to sin). ",1
482,"Exactly. Amy, River, and Oswin are all [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] in some way, but in very different ways. Amy has her childhood attatchment to the Doctor and her alienation from society in general. ",1
945,"the reason that my clearance had to essentially be started over, was the days lapse between the time i retired/clearance became inactive and the time i began to work again. basically, the background investigation had' [PET_BOUNDARY]expired[PET_BOUNDARY]' and not' renewed' because i was pending retirement. no new information was relevant from to , so i would think that this would be a relatively easy thing to work.",0
933,tech companies come with the luxury of artificial timelines. a tech company can leave a position unfilled for months or even years without any significant impact to the bottom line. your software codebase isn't going to shrivel up and die or your warehouse of stock isn't going to [PET_BOUNDARY]expire[PET_BOUNDARY] if it takes an additional month or two to complete a feature.,0
542,"It could also cause sudden brain death @ @ @ @ @ @ @ @ @ @ the brain simultaneously by draining all potential energy there. In addition to this, it is possible that it causes a person's soul to ""[PET_BOUNDARY]pass on[PET_BOUNDARY]"", and leave the body, similar to when the body dies naturally, and the soul passes on into whatever afterlife there may be. ",1
970,"I'll cope with this. I wont leave her as she's my' one'. I believe the very best line to date may be the one about me saying I have transformed, nevertheless women often [PET_BOUNDARY]sleep with[PET_BOUNDARY] random men to have their share of contact with others.",1
972,"""As with psychiatrists, same with biographers, you shouldn't [PET_BOUNDARY]sleep with[PET_BOUNDARY] your subject,"" Blake Bailey, the prize-winning biographer of authors.",1
493,"In this entertaining, practical guide Ron provides an easy-to-implement two-step process that will lead to greater success in your career and your @ @ @ @ @ @ @ @ @ @ (2) Make it Fun. By applying this formula, you'll learn how to spice up boring meetings, relax in stressful situations, [PET_BOUNDARY]neutralize[PET_BOUNDARY] interoffice conflict, add zest to dull relationships, make project management a bit more enjoyable-- and more. ",0
530,"Alan Campbell had shot himself one night in his laboratory, but had not revealed the secret that he had been forced to know. The excitement, such as it was, over Basil Hallward's disappearance would soon [PET_BOUNDARY]pass away[PET_BOUNDARY]. It was already waning.",0
785,My concern for years has been that growth promotants will stay in the flesh and be [PET_BOUNDARY]passed on[PET_BOUNDARY] through the food chain. Has this been studied?,0
926,"unless previously canceled, a visa is valid until its expiration date. therefore, if the traveler has a valid u.s. visa  page from the [PET_BOUNDARY]expired[PET_BOUNDARY] passport. you may use it along with a new valid passport for travel and admission to the united states.",0
761,"Mertz said adding the surcharge and cutting hours is ""the only alternative. I've got to [PET_BOUNDARY]pass on[PET_BOUNDARY] the cost to the customer."" The business owner said he will hold a meeting in December and tell employees ""that because of Obamacare, we are going to be cutting front-of-the-house employees to under 30 hours, effective immediately.""",0
185,"An employee printed and removed sensitive client information for unknown purposes. The employee was [PET_BOUNDARY]dismissed[PET_BOUNDARY] and steps were taken to reduce the risk of similar employee thefts occurring. The employee removed the documents on February 15, 2012 and was not discovered until Hillsborough County Health Department was notified on May 25. ",1
322,"However, most social workers are added to defense teams composed of public defenders representing [PET_BOUNDARY]indigent[PET_BOUNDARY] clients. Consequently, there is a risk that social workers' role will be restricted because of misconceptions about the full range of their potential as defense team members. ",1
1042,"as the volunteers worked, rosenblum met with an electrician and hvac contractor. they gave him estimates, but his cinderblock walls are still drenched. rosenblum is unemployed, a [PET_BOUNDARY]laid off[PET_BOUNDARY] computer programmer.",1
92,"Yet, millions are still out of work, and for every bright perspective, there are dozens of pessimists predicting the next bubble. The economy has not even kicked into high gear yet, and people are already calling on its [PET_BOUNDARY]demise[PET_BOUNDARY]. And given what we've been through over the past few years, who could blame them? ",0
846,"Katy Perry Flashes Her Muppets, Gets the Ax: The pop star got the hot-and-cold treatment from the show when, after shooting a ""Hot N Cold"" spoof with Elmo while wearing a sorta-racy dress, the show's execs [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] on the segment for its, um, revealing content. That didn't stop a clip of the canned skit from going viral, and Perry herself spoofed the brouhaha with an appropriately boobalicious appearance on Saturday Night Live.",0
543,Under the beliefs of the day homosexual acts would have been murderous to all of one's forefathers since they did not [PET_BOUNDARY]pass on[PET_BOUNDARY] children to the next generation and jeopardized the forefathers' afterlife. Adultery was just as bad since it mixed blood lines.,0
626,"Maybe they're a woman, or a person with disability. They could even be a trans person or a [PET_BOUNDARY]sex worker[PET_BOUNDARY]. The point is they're trying to tell you they know better than you about their issues and you know that's just plain wrong. ",1
1013,"He is being [PET_BOUNDARY]deprived[PET_BOUNDARY],' starved' if you will, of treatment that would give him a high probability of survival, without which, he has a very low (nearly non-existent) probability of survival.",0
305,"Jesus died, but extremely small group of people was informed about his death and the significance of his, mission "". Those who have heard about the event @ @ @ @ @ @ @ @ @ @ Jesus' death: some of them were good, did not, sin"", and [PET_BOUNDARY]went to heaven[PET_BOUNDARY], and other were bad, did not give a shit for Jesus and his death, and went to hell. OK, they were informed, they had opportunity to make the right choice, and if some of them went to hell, they deserved it. ",0
843,"don't really see the problem, you were talking on a non-apple headphone and [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] in the middle of talking. The phone then didn't register that, just pull the headphones out before you answer the call.",0
736,"Forcing an animal-protein-free diet on everyone will invariably cause harm and suffering in many whose biochemically and genetically determined nutritional type requires large amounts of fat and protein. Stone also highlights a specific ""magic potion"" from an infectious diseases specialist that is based on pasteurized egg whites. Eggs are a phenomenal health food, especially when eaten raw, but consuming pasteurized eggs will [PET_BOUNDARY]neutralize[PET_BOUNDARY] many of the health benefits.",0
382,"Schlapp reportedly shook hands with an attendee who later tested positive. The president has also had close contact with two House Republicans who @ @ @ @ @ @ @ @ @ @ not acknowledge those encounters Monday during a [PET_BOUNDARY]late[PET_BOUNDARY]-day news conference, where he teased plans coming Tuesday for a payroll-tax cut and other measures to mitigate the economic impact of the crisis. Nor did he answer shouted questions about whether he had been tested. ",0
37,"Flipping through a sheaf of color printouts, Potterfield shows me photos from recent hunting trips, identifying business associates in the background and [PET_BOUNDARY]deceased[PET_BOUNDARY] ""critters "" in the foreground. ("" These are all MidwayUSA or Midway Foundation people that we took to Africa. Here's a zebra. ",1
35,"What is to be done? While there is a certain grim fun to be had in it, dancing on the grave of copyright and patent will solve little, especially when so few are willing to admit that the occupant of this grave is even [PET_BOUNDARY]deceased[PET_BOUNDARY], and so many are trying to uphold by force what can no longer be upheld by popular consent. ",1
331,"I write this from my studio at the back of our garden in London, to which I have retreated for a few moments to be alone, as ""alone"" is not easily experienced these days. My wife, Felicity, and I have been sequestered here with our two small children, a boy 5, a girl 2; my three older children (whom I had with my [PET_BOUNDARY]late[PET_BOUNDARY] wife, Kate), a girl 18, boy/girl twins 20; and a girlfriend of theirs from university, who was unable to get to her parents overseas. ",1
1029,"the model reflects how reductions in medicare payment for healthcare services will lead to direct job losses in the healthcare sector; reduced purchases by healthcare entities of goods and services from other businesses, which in turn will [PET_BOUNDARY]lay off[PET_BOUNDARY] workers; and reduced household purchases by workers who lose their jobs.",1
314,"He's going to have a life. He's going @ @ @ @ @ @ @ @ @ @ ""Professionally, it was fighting for the right of homeless and [PET_BOUNDARY]indigent[PET_BOUNDARY] people to vote,"" Gentry said of a successful case that spanned six years in northeast Ohio courts. ",1
1089,"written by: amanda manago on november , this article has been read  times.life can be rough sometimes, but you have to push through the difficult patches and keep going we've been through rough patches in our lives. people we care about [PET_BOUNDARY]pass away[PET_BOUNDARY], tough choices turn up, breakups break our hearts and stressful situations",1
359,"""The level of concern has been growing"" with the new revelations about viral spread, said Marc Lipsitch of Harvard's School @ @ @ @ @ @ @ @ @ @ least 14,000 people since it was first detected in central China in [PET_BOUNDARY]late[PET_BOUNDARY] December. It has killed more than 300 and spread to about two dozen countries although most, like the United States, have few cases. ",0
586,Definitions can not be made to rule life. Life must rule definitions or else the definitions [PET_BOUNDARY]perish[PET_BOUNDARY].,0
165,"Working copies can be stored on NFS (one common scenario is when your home directory is on a @ @ @ @ @ @ @ @ @ @ to the volume of renames used internally in Subversion when checking out files, some users have reported that' subtree checking' should be [PET_BOUNDARY]disabled[PET_BOUNDARY] ( it's enabled by default). Please see NFS Howto Server Guide and exports(5) for more information on how to disable subtree checking. ",0
1057,can someone ever post something on their blog about a little cool experiment without getting ridiculed by a bunch of know-it-alls that have no knowledge on the subject whatsoever. [PET_BOUNDARY]lay off[PET_BOUNDARY] and get a life!!!,0
323,"For instance, in 1998 drug makers gave away 2.8 million prescriptions worth an estimated $500 million. And as the American Legislative Exchange Council points out in a new study, more than 20 states already have senior pharmaceutical assistance programs designed to help the [PET_BOUNDARY]indigent[PET_BOUNDARY] elderly. ",1
406,"So another battle won against the powers to be that want to prevent us from enjoying our freedom to burn. Its such BS that folks can do such hard drugs, and all they have to do is [PET_BOUNDARY]lay off[PET_BOUNDARY] it for a few days to piss clean, and the least harmful and addictive @ @ @ @ @ @ @ @ @ @ But anyways, it is what it is, and I did what I had to do. I would like to thank this forum for all the info. ",0
309,"Personally, I spent several years to get a Ph.D. and expected to find full-time work, but it hasn't happened, and I am [PET_BOUNDARY]indigent[PET_BOUNDARY]. For seven years I worked as a prison guard and caseworker to make ends meet (and actually attain a middle-class lifestyle). ",1
191,"The administration had first approved his departure, then opposed it. At Nichols College, outside Worcester, Massachusetts, a non-tenured professor who questioned the leadership of the college president was summarily [PET_BOUNDARY]dismissed[PET_BOUNDARY]. At Philander Smith College in Little Rock, two tenured professors and one non-tenured faculty member were fired last June and told to leave the campus the same day; they had complained to student newspapers and the trustees about the lack of academic freedom on campus. ",1
53,"Reports of Joe Paterno's death turned out to be greatly exaggerated Saturday night. But unlike Mark Twain's famous declaration that he was still alive 115 years ago, the erroneous accounts about the former Penn State football coach's [PET_BOUNDARY]demise[PET_BOUNDARY] traveled far and wide within minutes, whipped into a firestorm by social media. ",1
585,"Ferguson and Dawkins are intellectual giants and completely immune to such pettiness (something realized even by this crowd, with Watson quickly writing that her public declaration that she would never buy another book of Dawkins' was in no way a call for a boycott, [PET_BOUNDARY]perish[PET_BOUNDARY] the thought, and Ophelia Benson referencing his work after joining in the declaration that Atheism Plus needed no Old White Men...). However, note what the Galahads and Lancelots of A+ decided to do to someone less immune, namely Miss Smith. ",0
166,"Actually no, it can't, because after BIOS reset you have control over boot device order, because console redirection will be [PET_BOUNDARY]disabled[PET_BOUNDARY]. All PCs must be configured with a keyboard and a monitor before anything can be done ""headless"", and the same procedure has to be repeated if by any chance BIOS is reset, ESCD is erased, or CMOS battery died (yes, they ALL still have those things). ",0
656,"While the three Garmin riders Leipheimer is [PET_BOUNDARY]let go[PET_BOUNDARY] from Quickstep. As the cycling world digests the report, it becomes more and more clear that the avalanche will bury not only these American riders but will come crashing down on the entire professional peloton. Related riders",1
918,"some of the latest scams are e-mails claiming to be from ebay or the online payment company paypal. the fraudulent e-mails say personal information has [PET_BOUNDARY]expired[PET_BOUNDARY] and they ask the recipient to re-enter the information'a technique dubbed ""phishing."" ""it really is a fishing expedition,"" says lauer. ""they're hoping someone takes the bait and sends information back.""",0
599,"""Noel Griffin, the ISPCA's chief executive said that his group's [PET_BOUNDARY]put to sleep[PET_BOUNDARY] figures were higher than other pounds because it does not give dogs to other welfare groups to rehome in Britain. He questioned how other Irish animal-welfare groups were managing to find homes for dogs that he said were of"" no value ""&;"" not the prettiest "". ",1
849,"This was easier said than done though, and things went from bad to worse when Demonoid's hosting provider Colocall [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] following pressure from Interpol. But Demonoid's users never gave up hope that the site would return.",0
364,"Larger companies began paying &shy; serious attention to their women's products in the [PET_BOUNDARY]late[PET_BOUNDARY] 1990s. Like Terry, product managers at Trek, Specialized, and other big companies culled anatomical data from many sources. ",0
464,"But Planned Parenthood doesn't (and can't) use government funds to pay for @ @ @ @ @ @ @ @ @ @ done so since abortion became legal in the 1970s-- but not with public money. Government funding does pay for the family planning and other women's health services, such as cervical cancer screenings and mammograms, that Planned Parenthood affiliates have for years been providing to [PET_BOUNDARY]low-income[PET_BOUNDARY] women across the country. In recent years, some offices have added services for men, too. ",1
311,"In each of the cases, the defendant was thrust into an unfamiliar atmosphere and run through menacing police interrogation procedures. The potentiality for compulsion @ @ @ @ @ @ @ @ @ @ where the [PET_BOUNDARY]indigent[PET_BOUNDARY] Mexican defendant was a seriously disturbed individual with pronounced sexual fantasies, and in Stewart, in which the defendant was an indigent Los Angeles Negro who had dropped out of school in the sixth grade. To be sure, the records do not evince overt physical coercion or patent psychological ploys. ",1
613,So how are [PET_BOUNDARY]sex worker[PET_BOUNDARY] parents supposed to deal with this? Lie for eighteen years and hope their kids don't find out-- or is there another way?,1
1093,former pro bowl linebacker junior seau is the eighth member of the san diego chargers'  super bowl team to [PET_BOUNDARY]pass away[PET_BOUNDARY].,1
100,"This is becoming a severe social and political problem because so many people around the world, and millions of them in the United States (including Romney's Boston headquarters) are located @ @ @ @ @ @ @ @ @ @ lives at elevations of 10 meters or less above sea level, the Science paper notes, and many of these places suffer from subsidence, erosion, and other problems that hasten their exposure and possible [PET_BOUNDARY]demise[PET_BOUNDARY]. ",0
155,"When, during the speech, he belted out ""All Americans, male or female, young and not so young, black or white or hispanic or asian, gay or straight, [PET_BOUNDARY]disabled[PET_BOUNDARY] and not disabled"" I thought it was impossible. It's an action hero speech, a rah rah we defeated the aliens @ @ @ @ @ @ @ @ @ @ say that. ",1
665,"Unfortunately, I didn't have a lot of information about the circumstances or problems that lead to the husband moving out or what he said when he did, but it's my belief that just because one spouse moves out, this doesn't necessarily mean that the marriage is over or that you have to just [PET_BOUNDARY]let go[PET_BOUNDARY] immediately. I will discuss this more below.w",0
3,"Also, don't be fooled by the jacket-copy on the back of the book. Gushes the enthusiastic marketer: ""Kenney transforms herself from young, broke, and miserable in crappy jobs ("" The worst thing was my boss who stared at my [PET_BOUNDARY]chest[PET_BOUNDARY] @ @ @ @ @ @ @ @ @ @ empowered as a self-made",1
601,"If you don't plan on using your iPod touch for more than three weeks, Apple recommends that you store it with the battery charged between 50%-75% and the device completely turned off, not just [PET_BOUNDARY]put to sleep[PET_BOUNDARY]. If you store it when the battery is fully discharged, it could fall into a deep discharge state, which renders it incapable of holding any charge. ",0
394,"A former mechanic, McFoy went back to school at Davidson County Community College to learn @ @ @ @ @ @ @ @ @ @ from DCCC by 2014, started working as a machinist for Special Fab and Machine Inc. in Lexington about a month ago. He's loved every minute of it, he said. ""When I got [PET_BOUNDARY]laid off[PET_BOUNDARY], I wanted to try something different,"" McFoy said. "" Now, I'm hooked. Sure, it's work, but it's fun. ",1
727,"The campaign to free Panama of Noriega and his dignity battalions was named Operation Just Cause. The invasion took place on 20 December 1989. The six major mission tasks were to Protect U.S. lives and key sites and facilities, Capture and deliver Noriega to competent authority, [PET_BOUNDARY]Neutralize[PET_BOUNDARY] PDF forces, Neutralize PDF command and control, Support establishment of a U.S.-recognized government in Panama, and Restructure the PDF.",1
202,"Egypt and Syria continued to demand the return of the land taken by Israel @ @ @ @ @ @ @ @ @ @ and eventually Egyptian President Anwar Sadat warned that war would come if Israel did not return Egypt's Sinai Peninsula and Syria's Golan Heights. But Kissinger and the Israelis [PET_BOUNDARY]dismissed[PET_BOUNDARY] him, as did the US media. ",0
879,"Search the Bible all you want, you won't find anywhere it says that you get [PET_BOUNDARY]to go to heaven[PET_BOUNDARY] if you join a church.",0
1039,"guy, [PET_BOUNDARY]lay off[PET_BOUNDARY] it.i'm choosing my words carefully. consider the report for what it's worth (i share the author's concerns), but don't say the report presents any credible news. ""a lack of water to the spent fuel pools was a major problem"" is untrue as far as anyone knows. posted by popular ethics at: pm on march , ",0
911,"one of the hottest topics this offseason is going to be the texas rangers, and how they handle the [PET_BOUNDARY]expired[PET_BOUNDARY] contract situation of josh hamilton. hamilton's situation and the middle infield one are actually very closely linked, as the rangers could elect to move one of their middle infielders to center field and allow hamilton to walk (just kidding, we all know josh hamilton can't take a walk).",0
625,"In conclusion, considering that HIV epidemics tend to be concentrated in hard'to'reach subpopulations such as FSW, more efforts should be made by governments and other organisations to obtain reliable estimates of the population size of these vulnerable women in different areas of their country. The wide ranges in the number of women reporting commercial sex work is certainly related @ @ @ @ @ @ @ @ @ @ women themselves in defining sex work, but also by the temporal variations in sex work, the various levels of stigma linked to sex work, and the tendency of women who might be considered commercial [PET_BOUNDARY]sex workers[PET_BOUNDARY] to be a hidden population. The approach chosen by Steinfatt et al in Cambodia may be a good example for other countries. ",1
300,"They had long ago interacted with earth and our ""Secondary World"" of aliens with big domed heads and black eyes. Voltar and his people felt that man was being manipulated by the Secondary World aliens, and planned to use Brian in a test project to free mankind from the ""Secondary World"" aliens and their plan to [PET_BOUNDARY]exterminate[PET_BOUNDARY] mankind beginning on ",1
1047,"filipkowski closed the company's california office in , bringing only his brother-in-law, the vice president of business analysis, across the country to the virginia office, and this year, he [PET_BOUNDARY]laid off[PET_BOUNDARY] another % of firetide's workforce.",1
147,"When, during the speech, he belted out ""All Americans, male or female, young and not so young, black or white @ @ @ @ @ @ @ @ @ @ and not [PET_BOUNDARY]disabled[PET_BOUNDARY]"" I thought it was impossible. It's an action hero speech, a rah rah we defeated the aliens speech ...",1
612,##486410 Thoughts on deciding whether or not to tell your kids you're a [PET_BOUNDARY]sex worker[PET_BOUNDARY],1
993,"Sleep-[PET_BOUNDARY]deprived[PET_BOUNDARY] workers may not know they are give a false sense of competency and security when, in fact, the brain's inconsistency could have dire consequences, "" Sleeping your way to success",0
957,"I would be more concerned, if I were you, with shows like Gossip Girl that turn young women into bitchy stereotypes with nothing to do but cut each other down and [PET_BOUNDARY]sleep with[PET_BOUNDARY] everyone in their school. Just saying...",1
20,"By the way, Why the Chinese act so strongly to Japanese, I can tell you some true historical figures. More than @ @ @ @ @ @ @ @ @ @ and more than 200 thousand Chinese women were forced by Japanese to be [PET_BOUNDARY]comfort women[PET_BOUNDARY] (military prostitutes). But until now, the Japanese still refuse to make any formal apology to Chinese. ",1
478,"He was evil in his idea of a supreme race. He believed this to the extent of killing 6mil Jews and 5mil others, including [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] individuals and non-white races. The majority of us would agree this is wrong. ",1
139,My first one was a Nokia N73. The money I got from it was donated to fund raising for [PET_BOUNDARY]disabled[PET_BOUNDARY] kids. That was 7 yrs ago.,1
835,"Some facilities in the storm's trajectory, such as the nation's oldest nuclear have already [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] for other reasons. In that case, routine maintenance has already allowed the facility a few days to cool down and will likely spare South Jersey from any otherwise imminent disaster. Across the East Coast, though, other sites might still pose a risk.",0
449,"The IMFC also agreed that the IMF should focus its work on [PET_BOUNDARY]low-income[PET_BOUNDARY] countries on sustainable growth backed by macroeconomic reforms that support the achievement of the important Millennium Development Goals. We welcome the progress that has been made on debt relief and, once again, I congratulate the Managing Director of the IMF and the President of the World Bank for moving this forward. ",1
94,"All of these books are staples of the modern conservative canon, works with the reputed power to radicalize even the most tepid Republican. Over the last half-century, they have been vital to the conservative movement's success-- and to liberalism's [PET_BOUNDARY]demise[PET_BOUNDARY]. ",0
88,"I have mixed feelings about how they got here-but they have raised the stakes for the story and characters in a way I never expected. I agree... I didn't expect her [PET_BOUNDARY]demise[PET_BOUNDARY], and certainly not like this. But having said that.... THANK GOD SHE IS GONE!!! ",0
357,"Access to Ontario Works, housing registry, building services (permits), planning services (rezoning applications), and bylaw services for businesses are available by appointment only. [PET_BOUNDARY]Late[PET_BOUNDARY] payments for the April 2 tax due date will not attract interest or late payment penalties until June 4. ",0
236,I have seen amazing tremendous transformations in all scopes in Poland since I came before the end of the 90s. The amazing democratic transformations that had taken place over the past 20 year generally in Eastern @ @ @ @ @ @ @ @ @ @ the deep changes within the macro-social system and the subsequent political and [PET_BOUNDARY]economical[PET_BOUNDARY] transformations. Today the Polish economy has become one of the most dynamically developing ones in Europe.,0
326,""" An almost universally humane feeling inspired people of wealth as well as those in moderate circumstances to help the [PET_BOUNDARY]indigent[PET_BOUNDARY] families of soldiers in the field and the women who had lost their husbands and sons by sickness or in battle. There were numerous slaveholders who had only a few slaves, such as had been raised by themselves or by their parents as part of the family, and so regarded themselves. ",1
164,"The L55 had attempted to avoid this risk by keeping at 20,000 feet till it had cleared the western front, but this caused other problems. The morning sun heating the hydrogen forced @ @ @ @ @ @ @ @ @ @ of the crew [PET_BOUNDARY]disabled[PET_BOUNDARY] by oxygen deprivation it was a struggle to bring her under almost partial control. The L55 crash landed in central Germany. ",0
805,"1. Rifling and archedean screw- enhanced drag co-efficient spin. (The molecules on the outside of the flow attract to the pipe linig, barely moving along the surface, and that is what creates the vortex.) You can observe it every time you [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on a sink or flush the toilet. Drag coefficients make it spin as it goes down the drain.",0
688,"""When the well-being of children is at stake, people of all stripes are called upon to put aside personal agendas, find the humility and courage to do what is right, and [PET_BOUNDARY]let go of[PET_BOUNDARY] what has not worked. This book provides compelling reasons for doing this in success, and pathway to a brighter future."" (Archbishop Emeritus Desmond Tutu)",0
726,"A Christian is not to be unfeeling -- far from it! However, sighing and crying over national sins is one thing. But to in any way mitigate -- soften -- mute -- [PET_BOUNDARY]neutralize[PET_BOUNDARY] -- God's punishment because of them is entirely another, and not something human solutions to man's big problems have never worked, and that only His solutions bring real, long-term relief -- and He expects His people to remember this!",0
33,"Andrew Brietbart, the recently [PET_BOUNDARY]deceased[PET_BOUNDARY], conservative-Web-don behind the Acorn sting operation, described just this feeling of @ @ @ @ @ @ @ @ @ @ the New Yorker, he recalls discovering the power of the internet: ""There is just something about knowing information when it happens... There is something about telling somebody,' Did you know that Michael Jackson just died?' It's just weirdly powerful. It's fun. "" Now, this invigorating feeling is accessible to all of us, and suddenly research, context, reading a book, seem an unnecessary waste of time: William Gagan, who went to Syria as a "" citizen journalist, "" told the Guardian, "" I knew about the parties and the Sunnis and I looked up a little of Assad's background and whatnot but I didn't really think any of that was relevant."" Gagan's bravery and curiosity is commendable, but really? ",1
327,"According to Joe Mattes, vice president of e-commerce at Turner Sports, Earnhardt Jr., Gordon and Stewart rank as the top three in sales at NASCAR.com. Earnhardt remains a top-10 seller, but Mattes said the revenue is spread more evenly than 10 years ago, when there was a drop-off in demand beyond the [PET_BOUNDARY]late[PET_BOUNDARY] superstar's products. ",1
1095,"as blue peaks are of the same height, we can conclude that the graph represents a religious napper, whose optimum siesta time occurs  hours from awakening. in this case, for an awakening at  am, the siesta should begin at  pm, and the night [PET_BOUNDARY]sleep around[PET_BOUNDARY]  am. for both blue peaks,.% of all sleep episodes being at the optimum hour, while the remaining % are suboptimum.",0
368,The biotech stated that it has produced several nanoparticle-based vaccine candidates and is evaluating them in animal models in an effort to select the most promising one for testing in humans. Novavax expects to begin a phase 1 clinical study of a COVID-19 vaccine by [PET_BOUNDARY]late[PET_BOUNDARY] spring.,0
427,"He is bright but for some reason his performance is poor, he makes a lot of mistakes that costs money, and doesn't care about the job at all. The office manager told me today that they don't [PET_BOUNDARY]let him go[PET_BOUNDARY] because they hope my stepson will find another job soon and leave (he just finish a MBA) but asked me not to tell anyone. The problem is that I don't think he is looking for another job.",1
976,"No. 621: We know when our male friends have a crush on us. We just pretend we don't so that you'll fix things and take us places without us having to [PET_BOUNDARY]sleep with[PET_BOUNDARY] you. And we're sorry.? Stephanie Weir, 29, St. Louis",1
